_id,STREET NAME,STREET TYPE,STREET SUFFIX,SUBURB
5221,ENDEAVOUR,Street,,UPPER KEDRON
5222,ENDELL,Street,,BRIDGEMAN DOWNS
5223,ENDERBY,Street,,MOUNT GRAVATT EAST
5224,ENDERLEY,Avenue,,CLAYFIELD
5225,ENDERLEY,Road,,CLAYFIELD
5226,ENDIANDRA,Street,,ALGESTER
5227,ENDSLEIGH,Street,,MACGREGOR
5228,ENFIELD,Street,,MOUNT GRAVATT EAST
5229,ENGELMANN,Close,,CARINDALE
5230,ENGINEERING,Street,,SALISBURY
5231,ENGLEFIELD,Road,,DARRA
5232,ENGLEFIELD,Road,,OXLEY
5233,ENGLISH,Place,,ROCHEDALE
5234,ENID,Street,,BRACKEN RIDGE
5235,ENNERDALE,Street,,CHERMSIDE WEST
5236,ENNEVER,Street,,BARDON
5237,ENNIS,Lane,,ASHGROVE
5238,ENNOR,Street,,WAVELL HEIGHTS
5239,ENOGGERA,Road,,ALDERLEY
5240,ENOGGERA,Road,,NEWMARKET
5241,ENOGGERA,Terrace,,PADDINGTON
5242,ENOGGERA,Terrace,,RED HILL
5243,ENRIGHT,Street,,OXLEY
5244,ENSIGN,Avenue,,ANNERLEY
5245,ENSIGN,Street,,CARINDALE
5246,ENTERPRISE,Place,,TINGALPA
5247,ENTERPRISE,Street,,RICHLANDS
5248,ENTERPRISE,Street,,SALISBURY
5249,ENTOLASIA,Close,,KARAWATHA
5250,EPACRAS,Street,,WINDSOR
5251,EPACRIS,Close,,MOUNT GRAVATT EAST
5252,EPALA,Street,,CARINA
5253,EPPALONG,Street,,THE GAP
5254,EPPING,Street,,KEDRON
5255,EPSOM,Close,,BRACKEN RIDGE
5256,EPSOM,Court,,CARINDALE
5257,EPSOM,Street,,MACGREGOR
5258,EPWORTH,Street,,OXLEY
5259,EQUINOX,Street,,TARINGA
5260,EQUITY,Street,,ANNERLEY
5261,ERANGA,Street,,THE GAP
5262,ERATHEMA,Place,,COOPERS PLAINS
5263,EREN,Court,,BRIDGEMAN DOWNS
5264,ERIBOLL,Close,,MIDDLE PARK
5265,ERIC,Crescent,,ANNERLEY
5266,ERIC,Road,,HOLLAND PARK
5267,ERICA,Street,,CANNON HILL
5268,ERIDANUS,Street,,INALA
5269,ERINDALE,Close,,WISHART
5270,ERINVALE,Street,,CORINDA
5271,ERISKAY,Close,,FERNY GROVE
5272,ERITH,Lane,,FITZGIBBON
5273,ERMELO,Road,,BELMONT
5274,ERMELO,Road,,GUMDALE
5275,ERMELO,Road,,TINGALPA
5276,ERMINIA,Court,,CARINDALE
5277,ERNA,Court,,SUNNYBANK
5278,ERNCROFT,Place,,ROCKLEA
5279,ERNEST,Street,,CAMP HILL
5280,ERNEST,Street,,GAYTHORNE
5281,ERNEST,Street,,GREENSLOPES
5282,ERNEST,Street,,LOTA
5283,ERNEST,Street,,LUTWYCHE
5284,ERNEST,Street,,MANLY
5285,ERNEST,Street,,MORNINGSIDE
5286,ERNEST,Street,,SOUTH BRISBANE
5287,ERNETON,Street,,NEWMARKET
5288,EROMANGA,Street,,CARINDALE
5289,ERRARD,Street,,KELVIN GROVE
5290,ERREY,Street,,CAMP HILL
5291,ERRINGTON,Street,,MOOROOKA
5292,ERROGIE,Place,,FIG TREE POCKET
5293,ERROLL,Street,,GRACEVILLE
5294,ERSKINE,Avenue,,KEDRON
5295,ERVATAMIA,Street,,RUNCORN
5296,ESCALADE,Circuit,,PALLARA
5297,ESCAUT,Close,,SUNNYBANK HILLS
5298,ESDALE,Street,,WAVELL HEIGHTS
5299,ESHER,Street,,HOLLAND PARK WEST
5300,ESHER,Street,,TARRAGINDI
5301,ESK,Crescent,,WAKERLEY
5302,ESK,Lane,,BRISBANE CITY
5303,ESKDALE,Court,,PARKINSON
5304,ESKER,Street,,PINKENBA
5305,ESKGROVE,Street,,EAST BRISBANE
5306,ESKMOUNT,Drive,,TOOWONG
5307,ESKY,Road,,PALLARA
5308,ESMERALDA,Court,,CARINDALE
5309,ESMONDE,Place,,COORPAROO
5310,ESPERANCE,Street,,RUNCORN
5311,ESPERANCE,Street,,SUNNYBANK HILLS
5312,ESPLANADE,,,LOTA
5313,ESPLANADE,,,MANLY
5314,ESPLANADE,,,YERONGA
5315,ESSENDON,Road,,ANSTEAD
5316,ESSEX,Road,,INDOOROOPILLY
5317,ESSEX,Street,,KEPERRA
5318,ESSEX,Street,,MITCHELTON
5319,ESSEX,Street,,TOOWONG
5320,ESSEX,Street,,VIRGINIA
5321,ESSIE,Street,,TARRAGINDI
5322,ESTA,Street,,BRACKEN RIDGE
5323,ESTATE,Place,,HOLLAND PARK WEST
5324,ESTATE,Road,,JAMBOREE HEIGHTS
5325,ESTATE,Road,,MIDDLE PARK
5326,ESTELLE,Street,,MANLY WEST
5327,ESTHER,Street,,DEAGON
5328,ESTHER,Street,,FORTITUDE VALLEY
5329,ESTHER,Street,,TARRAGINDI
5330,ESTOBAN,Street,,ROBERTSON
5331,ESTONIA,Avenue,,BRIDGEMAN DOWNS
5332,ESTORIL,Street,,ROBERTSON
5333,ESTRAMINA,Street,,OXLEY
5334,ETHEL,Street,,CAMP HILL
5335,ETHEL,Street,,CHERMSIDE
5336,ETHEL,Street,,MORNINGSIDE
5337,ETHEL,Street,,TENERIFFE
5338,ETHEL,Street,,YEERONGPILLY
5339,ETNA,Close,,RIVERHILLS
5340,ETON,Avenue,,BOONDALL
5341,ETON,Court,,FOREST LAKE
5342,ETON,Street,,BULIMBA
5343,ETON,Street,,NUNDAH
5344,ETON,Street,,TOOWONG
5345,ETTARRE,Street,,BRACKEN RIDGE
5346,ETTIE,Street,,SHERWOOD
5347,ETTRICK,Court,,CARINA
5348,EUCA,Close,,DREWVALE
5349,EUCALYPT,Close,,MACKENZIE
5350,EUCALYPT,Place,,ANSTEAD
5351,EUCALYPT,Place,,BRACKEN RIDGE
5352,EUCALYPT,Street,,INALA
5353,EUCALYPT,Street,,WAKERLEY
5354,EUCALYPTUS,Court,,SEVENTEEN MILE ROCKS
5355,EUCALYPTUS,Crescent,,RUNCORN
5356,EUCALYPTUS,Street,,BOONDALL
5357,EUCALYPTUS,Street,,HEATHWOOD
5358,EUCLA,Street,,FITZGIBBON
5359,EUDUNDA,Street,,STAFFORD
5360,EUGENIA,Close,,KENMORE
5361,EUGENIA,Street,,INALA
5362,EUGENIA,Street,,RICHLANDS
5363,EUKEY,Street,,MURARRIE
5364,EULER,Street,,ASPLEY
5365,EUMONG,Street,,MIDDLE PARK
5366,EUNGELLA,Close,,FITZGIBBON
5367,EUNGELLA,Street,,ALGESTER
5368,EUNGELLA,Terrace,,FOREST LAKE
5369,EUNICE,Place,,EVERTON PARK
5370,EURABBIE,Street,,MIDDLE PARK
5371,EURAMBEEN,Close,,KARANA DOWNS
5372,EURATHA,Street,,STAFFORD
5373,EURATHA,Street,,STAFFORD HEIGHTS
5374,EUREE,Street,,KENMORE
5375,EUREKA,Street,,KELVIN GROVE
5376,EUREKA,Street,,RED HILL
5377,EURELLA,Street,,KENMORE
5378,EURONG,Street,,CARINA HEIGHTS
5379,EUROPA,Court,,RUNCORN
5380,EURYDICE,Street,,ROBERTSON
5381,EUSTACE,Street,,ASPLEY
5382,EUSTON,Street,,WYNNUM WEST
5383,EVA,Street,,COORPAROO
5384,EVA,Street,,DEAGON
5385,EVA,Street,,RED HILL
5386,EVADNE,Street,,GRACEVILLE
5387,EVANDER,Street,,SUNNYBANK HILLS
5388,EVANS,Court,,MOUNT OMMANEY
5389,EVANS,Road,,MOOROOKA
5390,EVANS,Road,,SALISBURY
5391,EVANS,Street,,BOWEN HILLS
5392,EVANS,Street,,KEDRON
5393,EVANS,Street,,NUNDAH
5394,EVANS,Street,,WAVELL HEIGHTS
5395,EVATT,Street,,WAVELL HEIGHTS
5396,EVE,Street,,KANGAROO POINT
5397,EVE,Street,,SANDGATE
5398,EVELEIGH,Street,,WOOLOOWIN
5399,EVELINE,Street,,COOPERS PLAINS
5400,EVELYN,Road,,WYNNUM WEST
5401,EVELYN,Street,,GRANGE
5402,EVELYN,Street,,NEWSTEAD
5403,EVELYN,Street,,PADDINGTON
5404,EVENWOOD,Street,,COOPERS PLAINS
5405,EVENWOOD,Street,,SUNNYBANK
5406,EVERARD,Street,,WESTLAKE
5407,EVEREST,Street,,SUNNYBANK
5408,EVERETT,Street,,UPPER MOUNT GRAVATT
5409,EVERGREEN,Close,,KENMORE
5410,EVERGREEN,Close,,MURARRIE
5411,EVERGREEN,Court,,CALAMVALE
5412,EVERGREEN,Place,,DREWVALE
5413,EVERGREEN,Place,,FOREST LAKE
5414,EVERGREEN,Place,,MCDOWALL
5415,EVERGREEN,Place,,MOUNT GRAVATT EAST
5416,EVERGREEN,Street,,BRACKEN RIDGE
5417,EVERGREEN,Street,,KEPERRA
5418,EVERGREEN,Street,,MITCHELTON
5419,EVERGREEN,Street,,ROCHEDALE
5420,EVERSDEN,Street,,KENMORE
5421,EVERSHOLT,Street,,BELMONT
5422,EVERSHOLT,Street,,TINGALPA
5423,EVERSLEY,Terrace,,YERONGA
5424,EVERTHORPE,Street,,NORTHGATE
5425,EVERTON,Terrace,,EVERTON PARK
5426,EVERWOOD,Street,,MOGGILL
5427,EVESHAM,Street,,MOOROOKA
5428,EVESHAM,Street,,YEERONGPILLY
5429,EVODIA,Street,,ALGESTER
5430,EWAN,Place,,BRACKEN RIDGE
5431,EWART,Street,,HIGHGATE HILL
5432,EWART,Street,,PADDINGTON
5433,EWER,Street,,CARINDALE
5434,EWING,Street,,ZILLMERE
5435,EWINGSDALE,Street,,DOOLANDELLA
5436,EXCELSA,Street,,SUNNYBANK HILLS
5437,EXCHANGE,Street,,MOUNT GRAVATT EAST
5438,EXECUTIVE,Way,,BRIDGEMAN DOWNS
5439,EXETER,Street,,ASHGROVE
5440,EXETER,Street,,HAWTHORNE
5441,EXETER,Street,,WEST END
5442,EXFORD,Street,,BRISBANE CITY
5443,EXHIBITION,Street,,BOWEN HILLS
5444,EXLEY,Street,,KEDRON
5445,EXMOOR,Street,,UPPER MOUNT GRAVATT
5446,EXMOUTH,Street,,TOOWONG
5447,EXPLORER,Street,,TOOWONG
5448,EXPORT,Street,,LYTTON
5449,EXTASIS,Street,,THE GAP
5450,EXTON,Street,,SUNNYBANK HILLS
5451,EYKIN,Close,,CARINA HEIGHTS
5452,EYNSFORD,Street,,CARINDALE
5453,EYRE,Court,,FOREST LAKE
5454,EYRE,Place,,DREWVALE
5455,EYRE,Street,,MOUNT GRAVATT EAST
5456,FABIAN,Place,,BRACKEN RIDGE
5457,FABRAY,Place,,MCDOWALL
5458,FACIT,Street,,HEMMANT
5459,FACTORY,Road,,OXLEY
5460,FADDEN,Street,,ACACIA RIDGE
5461,FAGAN,Road,,HERSTON
5462,FAHEY,Street,,ZILLMERE
5463,FAINE,Street,,MANLY WEST
5464,FAIR,Street,,WISHART
5465,FAIRBAIRN,Place,,EAGLE FARM
5466,FAIRBANK,Street,,SUNNYBANK
5467,FAIREARTH,Street,,THE GAP
5468,FAIREY,Street,,ACACIA RIDGE
5469,FAIRFAX,Street,,RED HILL
5470,FAIRFIELD,Road,,DUTTON PARK
5471,FAIRFIELD,Road,,FAIRFIELD
5472,FAIRFIELD,Road,,YEERONGPILLY
5473,FAIRFIELD,Road,,YERONGA
5474,FAIRFIELD,Street,,ANNERLEY
5475,FAIRFORD,Court,,TINGALPA
5476,FAIRHAVEN,Street,,BRIDGEMAN DOWNS
5477,FAIRHOLME,Street,,KENMORE
5478,FAIRLAND,Street,,MOUNT GRAVATT EAST
5479,FAIRLANE,Street,,CHERMSIDE WEST
5480,FAIRLAWN,Street,,NATHAN
5481,FAIRLAWN,Street,,SALISBURY
5482,FAIRLEAD,Crescent,,MANLY
5483,FAIRLEIGH,Street,,WINDSOR
5484,FAIRLEY,Street,,INDOOROOPILLY
5485,FAIRLIE,Terrace,,SALISBURY
5486,FAIRMONT,Street,,RUNCORN
5487,FAIRSEAT,Street,,BARDON
5488,FAIRVIEW,Close,,KURABY
5489,FAIRVIEW,Place,,BRIDGEMAN DOWNS
5490,FAIRVIEW,Street,,FAIRFIELD
5491,FAIRWAY,Court,,MOUNT OMMANEY
5492,FAIRWAY,Place,,BANYO
5493,FAIRWAY,Place,,CARINDALE
5494,FAIRWAY,Street,,BALD HILLS
5495,FAIRWEATHER,Close,,MANLY WEST
5496,FAIRWEATHER,Street,,KENMORE
5497,FAIRY,Street,,MOOROOKA
5498,FAIRY-WREN,Lane,,FITZGIBBON
5499,FALAISE,Place,,SUNNYBANK HILLS
5500,FALCON,Street,,MANLY
5501,FALCON,Street,,ROCHEDALE
5502,FALCONGLEN,Place,,FERNY GROVE
5503,FALK,Street,,STAFFORD HEIGHTS
5504,FALKIRK,Street,,STAFFORD HEIGHTS
5505,FALKLAND,Street,East,PALLARA
5506,FALKLAND,Street,West,HEATHWOOD
5507,FALLBROOK,Street,,KENMORE
5508,FALLON,Court,,CALAMVALE
5509,FALLON,Street,,EVERTON PARK
5510,FALLOW,Street,,CHERMSIDE WEST
5511,FALSO,Place,,DOOLANDELLA
5512,FALSTAFF,Street,,BELMONT
5513,FALSTAFF,Street,,SUNNYBANK HILLS
5514,FANFARE,Street,,EIGHT MILE PLAINS
5515,FANNY,Street,,ANNERLEY
5516,FANTAIL,Street,,INALA
5517,FARADAY,Street,,CAMP HILL
5518,FARINAZZO,Street,,RICHLANDS
5519,FARINGDON,Street,,ROBERTSON
5520,FARLEY,Road,,ROCHEDALE
5521,FARM,Street,,NEWMARKET
5522,FARM,Street,,RICHLANDS
5523,FARMERS,Street,,ROCHEDALE
5524,FARNDON,Place,,CARSELDINE
5525,FARNE,Street,,SUNNYBANK
5526,FARNE,Street,,SUNNYBANK HILLS
5527,FARNELL,Street,,CHERMSIDE
5528,FARNHAM,Street,,FIG TREE POCKET
5529,FARNWORTH,Street,,CHAPEL HILL
5530,FARRANT,Street,,STAFFORD HEIGHTS
5531,FARRAR,Street,,ACACIA RIDGE
5532,FARRELL,Place,,BOONDALL
5533,FARRELL,Street,,ASHGROVE
5534,FARRER,Street,,PINKENBA
5535,FARRINGTON,Street,,ALDERLEY
5536,FARROW,Street,,MCDOWALL
5537,FARSLEY,Place,,MANLY WEST
5538,FASSIFERN,Street,,DURACK
5539,FATHOM,Close,,JAMBOREE HEIGHTS
5540,FATIMA,Place,,CALAMVALE
5541,FAUCETT,Street,,MITCHELTON
5542,FAUL,Street,,ASPLEY
5543,FAUNA,Parade,,ROCKLEA
5544,FAVERSHAM,Street,,WOOLLOONGABBA
5545,FAVIUS,Avenue,,SEVEN HILLS
5546,FAVRIL,Street,,CANNON HILL
5547,FAWKNER,Street,,CHAPEL HILL
5548,FEATHERTAIL,Place,,GUMDALE
5549,FEATHERTAIL,Place,,WAKERLEY
5550,FEDERAL,Street,,KELVIN GROVE
5551,FEDERAL,Street,,RED HILL
5552,FEDERATION,Street,,CHERMSIDE WEST
5553,FEDERATION,Street,,WINDSOR
5554,FEDERATION,Street,,WYNNUM WEST
5555,FEE,Street,,CHERMSIDE
5556,FEEZ,Street,,YERONGA
5557,FEGEN,Drive,,MOOROOKA
5558,FEHLBERG,Street,,EVERTON PARK
5559,FEINT,Street,,EVERTON PARK
5560,FELDT,Street,,MOOROOKA
5561,FELICIA,Street,,ASHGROVE
5562,FELICITY,Court,,CARSELDINE
5563,FELIX,Street,,BRISBANE CITY
5564,FELIX,Street,,LUTWYCHE
5565,FELIX,Street,,WOOLOOWIN
5566,FELS,Close,,EIGHT MILE PLAINS
5567,FELSCHE,Close,,MCDOWALL
5568,FELSMAN,Street,,CHERMSIDE WEST
5569,FELSPAR,Street,,EIGHT MILE PLAINS
5570,FELSTEAD,Street,,EVERTON PARK
5571,FELSTEAD,Street,,STAFFORD HEIGHTS
5572,FELTON,Street,,ASHGROVE
5573,FELTWELL,Street,,SUNNYBANK
5574,FEMME,Court,,EIGHT MILE PLAINS
5575,FENCHURCH,Street,,FIG TREE POCKET
5576,FENDI,Place,,EIGHT MILE PLAINS
5577,FENIMORE,Street,,WISHART
5578,FENNESSY,Close,,WAKERLEY
5579,FENTON,Street,,DEAGON
5580,FENTON,Street,,FAIRFIELD
5581,FENWICK,Crescent,,ALGESTER
5582,FENWICK,Street,,MITCHELTON
5583,FERDINANDO,Street,,PALLARA
5584,FERGUS,Street,,KEPERRA
5585,FERGUSON,Avenue,,NORTHGATE
5586,FERGUSON,Place,,COOPERS PLAINS
5587,FERGUSON,Road,,CAMP HILL
5588,FERGUSON,Road,,NORMAN PARK
5589,FERGUSON,Road,,SEVEN HILLS
5590,FERGUSON,Road,,WAVELL HEIGHTS
5591,FERGUSON,Street,,BRIGHTON
5592,FERN,Close,,MIDDLE PARK
5593,FERN,Place,,KENMORE
5594,FERN,Street,,ENOGGERA
5595,FERN,Street,,WOOLLOONGABBA
5596,FERNBERG,Road,,BARDON
5597,FERNBERG,Road,,PADDINGTON
5598,FERNDALE,Place,,UPPER KEDRON
5599,FERNDALE,Street,,ANNERLEY
5600,FERNDALE,Street,,LOTA
5601,FERNEYDELL,Street,,ASHGROVE
5602,FERNHILL,Place,,PARKINSON
5603,FERNLEA,Street,,GEEBUNG
5604,FERNSHAW,Street,,MACGREGOR
5605,FERNTREE,Court,,RUNCORN
5606,FERNVALE,Road,,TARRAGINDI
5607,FERNWELL,Street,,TINGALPA
5608,FERNWOOD,Place,,TAIGUM
5609,FERNWYN,Street,,CALAMVALE
5610,FERNY,Way,,FERNY GROVE
5611,FERNY,Way,,FERNY HILLS
5612,FEROL,Street,,COORPAROO
5613,FERRAND,Street,,TARRAGINDI
5614,FERRARI,Close,,BELMONT
5615,FERRES,Street,,GRANGE
5616,FERRETT,Street,,EAGLE FARM
5617,FERRIC,Street,,VIRGINIA
5618,FERRICKS,Street,,STAFFORD
5619,FERRIER,Street,,ASPLEY
5620,FERRIS,Street,,COORPAROO
5621,FERRY,Lane,,BULIMBA
5622,FERRY,Road,,WEST END
5623,FERRY,Street,,KANGAROO POINT
5624,FERRY,Street,,SHERWOOD
5625,FESTIVAL,Place,,NEWSTEAD
5626,FEUERRIEGEL,Road,,BALD HILLS
5627,FEWINGS,Street,,TOOWONG
5628,FIAT,Avenue,,MITCHELTON
5629,FICUS,Street,,RUNCORN
5630,FIDA,Street,,MITCHELTON
5631,FIDDLEWOOD,Crescent,,BELLBOWRIE
5632,FIDDLEWOOD,Place,,BRIDGEMAN DOWNS
5633,FIELD,Avenue,,HEMMANT
5634,FIELDING,Street,,HOLLAND PARK WEST
5635,FIELDING,Street,,MOUNT GRAVATT
5636,FIELDSTONE,Close,,BRACKEN RIDGE
5637,FIENTA,Place,,DARRA
5638,FIESOLE,Place,,BRIDGEMAN DOWNS
5639,FIFE,Court,,FERNY GROVE
5640,FIFE,Street,,COORPAROO
5641,FIFTEENTH,Avenue,,BRIGHTON
5642,FIFTH,Avenue,,BALMORAL
5643,FIFTH,Avenue,,BARDON
5644,FIFTH,Avenue,,COORPAROO
5645,FIFTH,Avenue,,KEDRON
5646,FIFTH,Avenue,,SANDGATE
5647,FIFTH,Avenue,,ST LUCIA
5648,FIFTH,Avenue,,WILSTON
5649,FIFTH,Avenue,,WINDSOR
5650,FIG TREE POCKET,Road,,CHAPEL HILL
5651,FIG TREE POCKET,Road,,FIG TREE POCKET
5652,FIG TREE POCKET,Road,,INDOOROOPILLY
5653,FIG TREE,Close,,MACKENZIE
5654,FIG TREE,Lane,,UPPER BROOKFIELD
5655,FIG TREE,Place,,BRACKEN RIDGE
5656,FIG TREE,Street,,CALAMVALE
5657,FIG TREE,Street,,YEERONGPILLY
5658,FIGGIS,Street,,KEDRON
5659,FIGTREE,Place,,WAKERLEY
5660,FIHELLY,Street,,KEPERRA
5661,FILEWOOD,Street,,TARRAGINDI
5662,FILMER,Street,,WEST END
5663,FIMBRIATA,Close,,CHAPEL HILL
5664,FIMMANE,Street,,WACOL
5665,FINCASTLE,Street,,MOOROOKA
5666,FINCH,Parade,,ROCHEDALE
5667,FINCH,Street,,INALA
5668,FINCH,Street,,STAFFORD HEIGHTS
5669,FINCHLEY,Close,,TAIGUM
5670,FINCHLEY,Street,,MILTON
5671,FINDLAY,Street,,ASHGROVE
5672,FINDON,Street,,SUNNYBANK HILLS
5673,FINETTI,Circuit,,DURACK
5674,FINGAL,Street,,TARRAGINDI
5675,FINKE,Close,,PARKINSON
5676,FINLAYSON,Street,,ACACIA RIDGE
5677,FINNEGAN,Circuit,,OXLEY
5678,FINNEGAN,Street,,HAMILTON
5679,FINNEY,Road,,INDOOROOPILLY
5680,FINNIE,Road,,DEAGON
5681,FINSBURY,Street,,NEWMARKET
5682,FINSBURY,Street,,WILSTON
5683,FINTONA,Close,,BOONDALL
5684,FINVOY,Street,,FERNY GROVE
5685,FIONA,Street,,CHAPEL HILL
5686,FIR,Street,,INALA
5687,FIRBANK,Place,,BOONDALL
5688,FIREFLY,Street,,DURACK
5689,FIRELIGHT,Street,,SUNNYBANK HILLS
5690,FIRHILL,Street,,ASHGROVE
5691,FIRMISTON,Street,,CARINDALE
5692,FIRST,Avenue,,SANDGATE
5693,FIRST,Street,,CAMP HILL
5694,FIRST,Street,,VIRGINIA
5695,FIRTH,Street,,RICHLANDS
5696,FIRTHSHIRE,Street,,MANSFIELD
5697,FISCHLE,Street,,CHERMSIDE
5698,FISH,Lane,,SOUTH BRISBANE
5699,FISHER,Lane,,EAST BRISBANE
5700,FISHER,Parade,,GEEBUNG
5701,FISHER,Parade,,ZILLMERE
5702,FISHER,Place,,PULLENVALE
5703,FISHER,Street,,EAST BRISBANE
5704,FISHER,Street,,MANLY
5705,FISHER,Street,,ROCHEDALE
5706,FISHERMANS,Bend,,BALMORAL
5707,FISON,Avenue,East,EAGLE FARM
5708,FISON,Avenue,West,EAGLE FARM
5709,FITZ,Street,,ACACIA RIDGE
5710,FITZALAN,Street,,EIGHT MILE PLAINS
5711,FITZGERALD,Place,,UPPER KEDRON
5712,FITZGERALD,Street,,MORNINGSIDE
5713,FITZROY,Place,,FOREST LAKE
5714,FITZROY,Street,,CLAYFIELD
5715,FITZSIMMONS,Street,,KEPERRA
5716,FLAG,Street,,JAMBOREE HEIGHTS
5717,FLAGGY CREEK,Road,,MOUNT CROSBY
5718,FLAGSTAFF,Place,,UPPER KEDRON
5719,FLAHERTY,Street,,WINDSOR
5720,FLAME TREE,Crescent,,CARINDALE
5721,FLAMETREE,Street,,BRIDGEMAN DOWNS
5722,FLAMINGO,Close,,WISHART
5723,FLAMINGO,Street,,DURACK
5724,FLAMINGO,Street,,INALA
5725,FLANDERS,Street,,SALISBURY
5726,FLAVELLE,Street,,CARINA
5727,FLAXMAN,Street,,BANYO
5728,FLAXTON,Street,,ACACIA RIDGE
5729,FLEET,Lane,,SOUTH BRISBANE
5730,FLEETWAY,Street,,MORNINGSIDE
5731,FLEETWOOD,Street,,MACGREGOR
5732,FLEMING,Road,,CHAPEL HILL
5733,FLEMING,Road,,HEMMANT
5734,FLEMING,Road,,HERSTON
5735,FLEMING,Road,,MOUNT COOT-THA
5736,FLEMING,Road,,TINGALPA
5737,FLEMING,Road,,WYNNUM WEST
5738,FLEMINGTON,Street,,BRACKEN RIDGE
5739,FLEMINGTON,Street,,HENDRA
5740,FLETCHER,Parade,,BARDON
5741,FLEURS,Street,,MOOROOKA
5742,FLEURS,Street,,WOOLLOONGABBA
5743,FLINDERS,Circuit,,FITZGIBBON
5744,FLINDERS,Court,,MOUNT OMMANEY
5745,FLINDERS,Crescent,,FOREST LAKE
5746,FLINDERS,Esplanade,,PARKINSON
5747,FLINDERS,Parade,,BRIGHTON
5748,FLINDERS,Parade,,SANDGATE
5749,FLINDERS,Street,,UPPER KEDRON
5750,FLINDERS,Way,,HEMMANT
5751,FLINDERSIA,Crescent,,SEVENTEEN MILE ROCKS
5752,FLINDOSY,Street,,ALGESTER
5753,FLINT,Street,,INALA
5754,FLINTSTONE,Street,,SUNNYBANK HILLS
5755,FLOCKTON,Street,,EVERTON PARK
5756,FLOCKTON,Street,,STAFFORD HEIGHTS
5757,FLORA,Street,,STONES CORNER
5758,FLORABELLE,Court,,WYNNUM WEST
5759,FLORAL,Street,,MOUNT GRAVATT EAST
5760,FLORAMY,Street,,BOONDALL
5761,FLORENCE,Place,,OXLEY
5762,FLORENCE,Street,,ANNERLEY
5763,FLORENCE,Street,,ASCOT
5764,FLORENCE,Street,,BRIGHTON
5765,FLORENCE,Street,,CARINA
5766,FLORENCE,Street,,CLAYFIELD
5767,FLORENCE,Street,,NUNDAH
5768,FLORENCE,Street,,TENERIFFE
5769,FLORENCE,Street,,WYNNUM
5770,FLORENTINE,Street,,CHERMSIDE WEST
5771,FLORES,Close,,TINGALPA
5772,FLORIBUNDA,Street,,SUNNYBANK HILLS
5773,FLORIDA,Street,,MORNINGSIDE
5774,FLORRIE,Street,,LUTWYCHE
5775,FLORRIE,Street,,WOOLOOWIN
5776,FLOWER,Place,,RICHLANDS
5777,FLOWER,Street,,NORTHGATE
5778,FLOWER,Street,,NUNDAH
5779,FLOWER,Street,,WINDSOR
5780,FLOWER,Street,,WOOLLOONGABBA
5781,FLYNN,Place,,ASPLEY
5782,FLYNN,Street,,HOLLAND PARK WEST
5783,FLYNN,Street,,SPRING HILL
5784,FOAMBARK,Street,,MCDOWALL
5785,FOCH,Street,,ASHGROVE
5786,FOCH,Street,,WYNNUM WEST
5787,FOGARTY,Street,,STAFFORD
5788,FOINAVEN,Street,,KENMORE
5789,FOLEY,Place,,SINNAMON PARK
5790,FOLEY,Road,,HEMMANT
5791,FOLGATE,Street,,BANYO
5792,FOLKESTONE,Street,,BOWEN HILLS
5793,FOLLINGTON,Crescent,,COORPAROO
5794,FONDA,Street,,EVERTON PARK
5795,FONTAINE,Street,,STAFFORD HEIGHTS
5796,FONTAYNE,Street,,ASPLEY
5797,FOOKS,Street,,CARINDALE
5798,FOOTE,Street,,ACACIA RIDGE
5799,FOOTHILL,Place,,THE GAP
5800,FORBES,Crescent,,UPPER KEDRON
5801,FORBES,Place,,EIGHT MILE PLAINS
5802,FORBES,Street,,HAWTHORNE
5803,FORBES,Street,,SHORNCLIFFE
5804,FORBES,Street,,WEST END
5805,FORD,Close,,MCDOWALL
5806,FORD,Road,,BURBANK
5807,FORD,Road,,ROCHEDALE
5808,FORD,Street,,ALBION
5809,FORD,Street,,CLAYFIELD
5810,FORDEL,Street,,WYNNUM WEST
5811,FORDHAM,Street,,WAVELL HEIGHTS
5812,FOREST LAKE,Boulevard,,FOREST LAKE
5813,FOREST,Avenue,,WAKERLEY
5814,FOREST,Court,,ALGESTER
5815,FOREST,Court,,NATHAN
5816,FOREST,Place,,CARINDALE
5817,FOREST,Street,,MOOROOKA
5818,FOREST,Way,,KARAWATHA
5819,FORESTLEA,Place,,SUNNYBANK HILLS
5820,FORESTLEA,Street,,BRACKEN RIDGE
5821,FORESTWOOD,Place,,MOGGILL
5822,FORFAR,Street,,SEVENTEEN MILE ROCKS
5823,FORGAN,Street,,ACACIA RIDGE
5824,FORGE,Close,,SUMNER
5825,FORGIONE,Court,,CALAMVALE
5826,FORK,Street,,COORPAROO
5827,FORMATION,Street,,WACOL
5828,FORMBY,Street,,CALAMVALE
5829,FORMIGONI,Street,,RICHLANDS
5830,FORMOSA,Road,,BELMONT
5831,FORMOSA,Road,,GUMDALE
5832,FORNAX,Street,,INALA
5833,FORREST,Court,,MOUNT OMMANEY
5834,FORREST,Street,,EVERTON PARK
5835,FORREST,Street,,NUDGEE
5836,FORRESTER,Terrace,,BARDON
5837,FORSYTH,Street,,FAIRFIELD
5838,FORT,Lane,,MILTON
5839,FORT,Road,,OXLEY
5840,FORTE,Court,,BRIDGEMAN DOWNS
